stationID,LONG,LAT,Date,Hour,Direction,Speed,Time
48917,103.96,10.21,05,18,70,1,2013050518
48916,103.46,9.28,05,18,140,2,2013050518
48802,103.82,22.35,05,18,50,3,2013050518
48803,103.96,22.50,05,18,110,2,2013050518
48806,103.90,21.33,05,18,0,0,2013050518
48917,103.96,10.21,06,00,20,2,2013050600
48916,103.46,9.28,06,00,90,3,2013050600
48802,103.82,22.35,06,00,360,1,2013050600
48803,103.96,22.50,06,00,0,0,2013050600
48806,103.90,21.33,06,00,0,0,2013050600
48917,103.96,10.21,06,06,70,2,2013050606
48916,103.46,9.28,06,06,90,3,2013050606
48802,103.82,22.35,06,06,50,4,2013050606
48803,103.96,22.50,06,06,140,2,2013050606
48806,103.90,21.33,06,06,0,0,2013050606
48917,103.96,10.21,06,12,160,1,2013050612
48916,103.46,9.28,06,12,270,1,2013050612
48802,103.82,22.35,06,12,320,3,2013050612
48803,103.96,22.50,06,12,0,0,2013050612
48806,103.90,21.33,06,12,180,3,2013050612
48803,103.96,22.50,05,15,110,1,2013050515
48806,103.90,21.33,05,15,0,0,2013050515
48917,103.96,10.21,05,15,90,1,2013050515
48917,103.96,10.21,05,18,70,1,2013050518
48916,103.46,9.28,05,18,140,2,2013050518
56778,102.68,25.01,05,18,220,3,2013050518
48802,103.82,22.35,05,18,50,3,2013050518
48803,103.96,22.50,05,18,110,2,2013050518
48806,103.90,21.33,05,18,0,0,2013050518
56444,98.88,28.45,05,18,160,1,2013050518
56492,104.60,28.80,05,18,290,1,2013050518
56571,102.26,27.90,05,18,340,3,2013050518
56287,103.00,29.98,05,18,0,0,2013050518
56684,103.28,26.41,05,18,220,1,2013050518
56751,100.18,25.70,05,18,70,1,2013050518
56786,103.83,25.58,05,18,0,0,2013050518
56977,101.85,22.58,05,18,0,0,2013050518
55591,91.13,29.66,05,18,90,1,2013050518
56739,98.50,25.01,05,18,340,2,2013050518
56951,100.21,23.95,05,18,0,0,2013050518
56964,101.40,22.66,05,18,340,1,2013050518
56671,102.25,26.65,05,18,320,1,2013050518
56357,100.30,29.05,05,18,290,1,2013050518
56586,103.71,27.35,05,18,340,1,2013050518
56748,99.16,25.11,05,18,220,1,2013050518
56763,101.86,25.73,05,18,180,3,2013050518
56768,101.53,25.01,05,18,220,2,2013050518
56838,97.85,24.01,05,18,290,1,2013050518
56886,103.76,24.53,05,18,220,1,2013050518
56946,99.40,23.55,05,18,0,0,2013050518
56959,100.80,22.00,05,18,290,1,2013050518
56969,101.56,21.48,05,18,70,1,2013050518
55569,87.63,29.08,05,18,0,0,2013050518
55585,90.16,29.43,05,18,220,1,2013050518
55598,91.76,29.25,05,18,20,1,2013050518
55680,89.60,28.91,05,18,70,1,2013050518
55690,91.95,27.98,05,18,220,2,2013050518
56986,103.68,22.98,05,18,140,1,2013050518
55578,88.88,29.25,05,18,110,2,2013050518
55664,87.08,28.63,05,18,200,7,2013050518
55773,89.08,27.73,05,18,360,1,2013050518
56312,94.46,29.56,05,18,0,0,2013050518
56462,101.50,29.00,05,18,320,1,2013050518
56651,100.21,26.86,05,18,250,2,2013050518
56691,104.28,26.86,05,18,110,2,2013050518
56985,103.38,23.38,05,18,180,4,2013050518
55696,92.46,28.41,05,18,270,1,2013050518
56385,103.33,29.51,05,18,320,3,2013050518
56954,99.93,22.56,05,18,110,1,2013050518
56966,101.98,23.43,05,18,0,0,2013050518
42348,75.80,26.81,05,18,0,0,2013050518
42361,78.25,26.23,05,18,0,0,2013050518
42369,80.88,26.75,05,18,90,1,2013050518
42452,75.85,25.15,05,18,270,6,2013050518
42559,77.31,24.65,05,18,270,1,2013050518
42647,72.63,23.06,05,18,200,3,2013050518
42667,77.35,23.28,05,18,290,5,2013050518
42724,91.25,23.88,05,18,230,1,2013050518
42737,70.78,22.30,05,18,270,3,2013050518
42779,81.90,22.76,05,18,0,0,2013050518
42809,88.45,22.65,05,18,200,3,2013050518
42867,79.05,21.10,05,18,180,5,2013050518
42909,70.36,20.90,05,18,270,3,2013050518
43003,72.85,19.11,05,18,270,2,2013050518
43014,75.40,19.85,05,18,270,3,2013050518
43063,73.85,18.53,05,18,270,2,2013050518
43117,75.90,17.66,05,18,270,2,2013050518
43128,78.46,17.45,05,18,140,2,2013050518
43185,81.13,16.18,05,18,140,3,2013050518
43189,82.23,16.95,05,18,180,1,2013050518
43192,73.81,15.48,05,18,70,2,2013050518
43233,76.43,14.23,05,18,230,2,2013050518
43237,77.63,14.58,05,18,140,2,2013050518
43245,79.98,14.45,05,18,140,2,2013050518
43279,80.18,13.00,05,18,140,2,2013050518
43284,74.88,12.91,05,18,320,2,2013050518
43295,77.58,12.96,05,18,0,0,2013050518
43321,77.05,11.03,05,18,180,4,2013050518
43344,78.71,10.76,05,18,160,3,2013050518
43371,76.94,8.48,05,18,20,2,2013050518
48327,98.98,18.78,05,18,0,0,2013050518
48353,101.73,17.45,05,18,0,0,2013050518
48356,104.13,17.15,05,18,0,0,2013050518
48375,98.55,16.66,05,18,0,0,2013050518
48378,100.26,16.78,05,18,0,0,2013050518
48381,102.46,16.28,05,18,320,2,2013050518
48407,104.86,15.25,05,18,120,1,2013050518
48431,102.08,14.96,05,18,0,0,2013050518
48432,103.50,14.88,05,18,20,1,2013050518
48455,100.50,13.73,05,18,90,1,2013050518
48456,100.60,13.91,05,18,100,2,2013050518
48480,102.12,12.60,05,18,0,0,2013050518
48500,99.80,11.80,05,18,0,0,2013050518
42410,91.58,26.10,05,18,0,0,2013050518
42492,85.10,25.60,05,18,110,6,2013050518
42634,69.66,23.25,05,18,0,0,2013050518
42675,79.95,23.17,05,18,0,0,2013050518
42754,75.80,22.71,05,18,290,4,2013050518
42840,72.83,21.20,05,18,200,3,2013050518
42886,84.08,21.91,05,18,180,2,2013050518
42895,86.93,21.50,05,18,180,3,2013050518
42971,85.83,20.25,05,18,180,7,2013050518
43198,74.61,15.85,05,18,270,3,2013050518
43201,75.63,15.41,05,18,250,4,2013050518
43213,78.06,15.80,05,18,NaN,NaN,2013050518
43329,79.76,11.76,05,18,0,0,2013050518
43353,76.23,9.93,05,18,290,2,2013050518
43369,73.00,8.30,05,18,320,2,2013050518
43424,79.83,8.03,05,18,0,0,2013050518
43436,81.69,7.71,05,18,0,0,2013050518
43467,79.88,6.81,05,18,140,1,2013050518
43497,81.13,6.11,05,18,270,2,2013050518
42131,75.73,29.16,05,18,0,0,2013050518
42165,73.30,28.00,05,18,50,1,2013050518
42182,77.19,28.58,05,18,0,0,2013050518
42189,79.40,28.36,05,18,0,0,2013050518
42309,94.11,27.23,05,18,0,0,2013050518
42314,95.01,27.48,05,18,0,0,2013050518
42328,70.91,26.90,05,18,320,2,2013050518
42339,73.01,26.30,05,18,270,2,2013050518
42379,83.36,26.75,05,18,90,2,2013050518
42475,81.73,25.45,05,18,90,2,2013050518
42571,80.83,24.56,05,18,90,1,2013050518
42591,84.95,24.75,05,18,70,5,2013050518
42623,93.90,24.66,05,18,270,2,2013050518
42701,85.31,23.31,05,18,180,2,2013050518
42798,86.18,22.81,05,18,140,2,2013050518
43041,82.03,19.08,05,18,230,1,2013050518
43086,79.43,18.76,05,18,180,2,2013050518
43110,73.33,16.98,05,18,340,2,2013050518
43314,75.78,11.25,05,18,340,1,2013050518
43333,92.71,11.66,05,18,140,1,2013050518
43473,80.76,6.96,05,18,0,0,2013050518
48331,100.77,18.77,05,18,0,0,2013050518
41685,69.71,29.88,05,18,0,0,2013050518
